Satellite Name,Time (UTC),Latitude,Longitude,Altitude (m)
STARLINK-1011,2026-01-03T16:58:41Z,-17.604068112308674,130.8463193570179,554086.8502862116
STARLINK-1011,2026-01-03T17:08:41Z,12.4433290554062,151.5359519456616,549840.9172034358
STARLINK-1011,2026-01-03T17:18:41Z,39.979260268742166,178.33729027169636,553305.6031045126
STARLINK-1011,2026-01-03T17:28:41Z,53.19516055158249,-131.43980939108792,555861.740734284
STARLINK-1011,2026-01-03T17:38:41Z,38.760724362193535,-82.48388044720456,551973.4212571485
STARLINK-1011,2026-01-03T17:48:41Z,10.900108094026045,-56.39657154847598,548139.9791280905
STARLINK-1011,2026-01-03T17:58:41Z,-19.128917181504505,-35.61788984718898,552940.7367185141
STARLINK-1011,2026-01-03T18:08:41Z,-44.8903875907175,-5.0251047326944045,562956.316687021
STARLINK-1011,2026-01-03T18:18:41Z,-52.21436046957965,49.5305901894168,566386.4315404022
STARLINK-1011,2026-01-03T18:28:41Z,-33.23227138502997,92.38938840830589,559347.6821789949
STARLINK-1011,2026-01-03T18:38:41Z,-4.365310414739798,115.92145894060664,551081.1729177267
STARLINK-1011,2026-01-03T18:48:41Z,25.36992968504036,137.42936667443527,550796.8353966082
STARLINK-1011,2026-01-03T18:58:41Z,48.81721343556774,172.86475421504528,555140.3257919836
STARLINK-1011,2026-01-03T19:08:41Z,49.754416948835,-130.50346110060582,554802.6746157729
STARLINK-1011,2026-01-03T19:18:41Z,27.132939616431447,-93.4944245589655,549606.5451293775
STARLINK-1011,2026-01-03T19:28:41Z,-2.4820400714337607,-71.63761112845809,549058.8626953665
STARLINK-1011,2026-01-03T19:38:41Z,-31.592935522619978,-48.64594471959907,557420.2064188942
STARLINK-1011,2026-01-03T19:48:41Z,-51.6718119971306,-7.468554079012817,565860.7972283536
STARLINK-1011,2026-01-03T19:58:41Z,-46.09139375919776,47.90445363742481,564228.1541529763
STARLINK-1011,2026-01-03T20:08:41Z,-20.93113573449472,79.7293806935586,555076.6419894644
STARLINK-1011,2026-01-03T20:18:41Z,9.024492871021339,100.6366724056868,549851.4440941436
STARLINK-1011,2026-01-03T20:28:41Z,37.22052364641291,125.89675952835327,552759.3463009633
STARLINK-1011,2026-01-03T20:38:41Z,53.07687806890905,173.1931681207087,555906.2016809834
STARLINK-1011,2026-01-03T20:48:41Z,41.43183756844883,-135.10943678663747,552629.584981795
STARLINK-1011,2026-01-03T20:58:41Z,14.306609953487646,-107.33336498544251,548234.9150159091
STARLINK-1011,2026-01-03T21:08:41Z,-15.775908277914958,-86.67675808649507,551940.1645300206
STARLINK-1011,2026-01-03T21:18:41Z,-42.49448357093287,-58.160004421322135,561934.5107870216
STARLINK-1011,2026-01-03T21:28:41Z,-52.91430369237021,-5.629893641574458,566581.901355268
STARLINK-1011,2026-01-03T21:38:41Z,-36.170504834130504,40.36145783711792,560450.2746504301
STARLINK-1011,2026-01-03T21:48:41Z,-7.80718456017268,65.08640249520825,551696.56129781
STARLINK-1011,2026-01-03T21:58:41Z,22.11258708846478,86.1261352428387,550419.3262882024
